timestamp,open,high,low,close,volume
1757217600000,202.85,203.09,202.3,203.08,30597.101
1757221200000,203.08,203.25,202.76,202.83,30143.584
1757224800000,202.82,202.95,202.23,202.28,38139.453
1757228400000,202.28,203.3,202.25,202.99,45735.613
1757232000000,203,203.94,202.99,203.54,69571.129
1757235600000,203.54,203.97,202.72,203.18,48085.486
1757239200000,203.18,203.38,202.86,203.38,37438.117
1757242800000,203.37,203.99,203.13,203.96,48001.23
1757246400000,203.96,204,203.35,203.77,54242.905
1757250000000,203.78,203.79,203.08,203.43,41000.463
1757253600000,203.43,203.97,203.16,203.68,73801.717
1757257200000,203.68,205.55,203.47,205.2,209112.425
1757260800000,205.2,205.48,203.39,203.45,134099.81
1757264400000,203.46,203.7,201.72,201.98,196341.492
1757268000000,201.97,202.26,201.48,202.14,74411.669
1757271600000,202.14,203.09,201.87,203.08,69400.239
1757275200000,203.08,204.93,202.58,204.92,86023.898
1757278800000,204.93,205.16,204.44,204.68,160790.118
1757282400000,204.68,207.46,204.34,207.1,226240.019
1757286000000,207.1,207.95,206.25,206.35,315164.612
1757289600000,206.35,207.1,205.66,205.66,170192.794
1757293200000,205.67,207.38,205.59,206.89,106044.155
1757296800000,206.89,208,206.12,207.81,139364.553
1757300400000,207.82,209,207.49,207.65,274334.931
1757304000000,207.64,208.64,206.96,207.82,107016.118
1757307600000,207.83,207.93,206.69,207.32,139390.699
1757311200000,207.33,207.7,206.66,207.08,94525.826
1757314800000,207.08,208.87,207.02,207.92,201655.424
1757318400000,207.91,209.48,207.39,208.93,199335.7
1757322000000,208.93,210.94,208.65,210.87,286405.751
1757325600000,210.87,215.84,210.43,215.22,781574.21
1757329200000,215.22,215.3,212.96,214.28,330906.175
1757332800000,214.28,215,213.52,214.47,238674.428
1757336400000,214.47,216.31,212.8,213.28,411806.427
1757340000000,213.28,215.78,212.99,215.27,278236.211
1757343600000,215.28,216.83,214.71,215.04,461974.013
1757347200000,215.04,215.49,213.88,214.93,225333.201
1757350800000,214.93,217,213.98,215.42,290681.249
1757354400000,215.43,217,214.78,216.67,165044.533
1757358000000,216.67,217.11,214.79,216.15,328562.349
1757361600000,216.16,216.22,213.92,214.47,181991.354
1757365200000,214.47,215.85,214.25,215.08,159559.48
1757368800000,215.08,215.52,214.46,214.69,76533.93
1757372400000,214.7,215.24,213.55,214.11,80535.424
1757376000000,214.11,214.91,212.2,213.22,138055.506
1757379600000,213.21,214,212.08,213.21,163005.739
1757383200000,213.21,213.5,210.79,211.62,265091.675
1757386800000,211.61,214.78,211.38,214.63,170109.986
1757390400000,214.62,215.69,213.96,214.85,197685.098
1757394000000,214.85,215.45,214.05,215.23,92052.514
1757397600000,215.23,219.76,215.02,218.43,460945.147
1757401200000,218.43,219.79,218.3,219.23,272575.835
1757404800000,219.23,219.5,218.46,218.99,149051.382
1757408400000,218.99,219.29,218.52,218.98,99703.52
1757412000000,218.98,219.19,217.42,217.75,154193.041
1757415600000,217.75,218.04,217,217.25,107694.077
1757419200000,217.24,218.36,216.61,217.64,157648.294
1757422800000,217.64,218.48,216.3,218.03,204622.931
1757426400000,218.04,218.54,213.23,215.49,586161.409
1757430000000,215.49,215.8,211.69,213.07,560346.833
1757433600000,213.07,214.98,213,214.17,175529.84
1757437200000,214.16,215.69,214.02,214.9,137573.437
1757440800000,214.9,216.91,214.45,216.44,308415.734
1757444400000,216.44,216.99,215.84,216.34,99591.044
1757448000000,216.35,216.4,215.24,216.32,77904.791
1757451600000,216.32,216.6,215.17,215.19,65103.337
1757455200000,215.19,217.34,215.01,217.21,192042.977
1757458800000,217.22,217.8,216.58,217.21,144200.566
1757462400000,217.22,217.54,215.09,215.23,203844.231
1757466000000,215.22,216.54,215.15,216.31,133856.759
1757469600000,216.32,219.65,216.32,219.19,347702.449
1757473200000,219.19,219.53,218.06,219.2,98768.603
1757476800000,219.2,219.2,217.82,218.4,85900.875
1757480400000,218.4,219.29,217.86,218.63,96948.924
1757484000000,218.63,219.63,218,219.19,120875.037
1757487600000,219.2,222.89,219.09,222.25,528737.793
1757491200000,222.25,222.45,220.42,220.74,203079.616
1757494800000,220.74,221.25,219.91,220.45,173382.532
1757498400000,220.45,220.59,218.77,220.09,209135.223
1757502000000,220.09,220.43,218.93,220.25,109446.845
1757505600000,220.24,224.9,219.74,223.43,574455.948
1757509200000,223.42,226,222.53,224.18,506390.244
1757512800000,224.18,225.08,222.31,222.71,267348.371
1757516400000,222.7,224.16,222.7,223.17,207022.574
1757520000000,223.16,223.97,222.42,223.77,159663.909
1757523600000,223.76,224.13,221.55,222.67,137974.687
1757527200000,222.66,223.2,221.29,222.86,145710.785
1757530800000,222.86,222.89,220.53,221.23,155194.192
1757534400000,221.23,222.63,220.95,222.52,96512.787
1757538000000,222.53,223.73,222.35,223.47,89161.346
1757541600000,223.47,224.65,223.2,224.49,107433.806
1757545200000,224.48,224.6,223.67,224.07,65637.676
1757548800000,224.06,225.43,223.85,225,140047.567
1757552400000,225.01,225.59,224.49,224.82,125956.493
1757556000000,224.83,225.05,222.94,223.02,126654.523
1757559600000,223.02,224.57,223,224.17,94596.518
1757563200000,224.17,224.29,222.58,223.52,112110.884
1757566800000,223.52,223.96,221.72,222.27,129929.73
1757570400000,222.26,223.62,221.91,223.33,104475.509
1757574000000,223.33,223.54,221.94,223.23,102329.054
1757577600000,223.23,223.57,222.28,223.5,104379.239
1757581200000,223.49,225.23,223.46,224.49,187619.303
1757584800000,224.49,225.85,224.34,225.75,148771.744
1757588400000,225.74,225.75,224.47,225.03,104524.034
1757592000000,225.04,228.8,222.79,226.71,837797.809
1757595600000,226.72,228.95,224.26,228.22,431365.975
1757599200000,228.23,228.3,225.66,227.09,212752.513
1757602800000,227.09,227.25,225.37,226.82,149500.205
1757606400000,226.82,228.37,225.3,225.9,214824.366
1757610000000,225.9,227.69,225.64,227.49,127165.2
1757613600000,227.49,227.74,225.94,226.34,137329.019
1757617200000,226.34,226.91,225.92,226.71,140713.078
1757620800000,226.69,226.71,225.47,225.57,120203.474
1757624400000,225.56,227,225.54,226.72,113956.695
1757628000000,226.71,228.58,226.38,228.04,246287.228
1757631600000,228.04,228.94,227.96,228.73,139066.841
1757635200000,228.73,234.98,228.11,232.99,605179.998
1757638800000,232.99,233.94,231.54,232.23,214715.444
1757642400000,232.24,233.86,232.15,232.7,138167.855
1757646000000,232.69,235.81,232.22,235.09,249612.608
1757649600000,235.08,238.2,234.22,237.42,466338.821
1757653200000,237.42,239.86,237.05,238.63,442493.325
1757656800000,238.64,238.64,237.28,238.15,229694.951
1757660400000,238.15,238.89,237.01,237.33,237992.56
1757664000000,237.33,238.35,236.72,237.73,115947.608
1757667600000,237.73,238.6,237.46,238.46,121568.111
1757671200000,238.45,239.29,237.55,239.06,107510.86
1757674800000,239.07,239.55,238.51,239.18,146323.822
1757678400000,239.18,240.44,237.56,239.34,271559.3
1757682000000,239.34,240.1,238.05,239.57,238381.455
1757685600000,239.57,241.84,239,240.26,397301.821
1757689200000,240.26,240.35,238.51,239.31,253528.502
1757692800000,239.32,239.4,237.94,238.82,151735.603
1757696400000,238.82,241.3,238.26,240.25,267578.046
1757700000000,240.25,241.48,239.87,240.73,195442.136
1757703600000,240.74,241.26,239.61,241,149155.59
1757707200000,241,241.24,239,239.72,205755.635
1757710800000,239.72,240.3,238.33,240.11,155068.626
1757714400000,240.12,244.04,240.11,241.16,354587.031
1757718000000,241.16,242.7,240,242.18,176014.223
1757721600000,242.18,243.75,241.63,243.16,215093.349
1757725200000,243.17,244.14,241.58,241.62,190812.377
1757728800000,241.62,242.88,240.68,242.51,157035.544
1757732400000,242.51,243.99,241.84,243.61,148467.234
1757736000000,243.62,243.67,242.52,242.97,110441.799
1757739600000,242.98,243.35,241.23,241.69,117913.929
1757743200000,241.68,242.8,241.68,242.69,116022.325
1757746800000,242.69,243.18,242.35,242.46,71133.988
1757750400000,242.45,243.5,242.01,243.49,122993.057
1757754000000,243.49,243.72,242.77,243.46,129603.562
1757757600000,243.46,243.46,242.22,242.64,114820.371
1757761200000,242.64,242.65,241.26,241.93,143997.941
1757764800000,241.93,242.55,241.31,242.44,81010.371
1757768400000,242.45,243.09,237.93,240.06,282043.314
1757772000000,240.06,241.08,238.59,240.35,227190.73
1757775600000,240.35,240.86,238.5,239.43,143665.876
1757779200000,239.43,239.69,237.33,237.52,193932.11
1757782800000,237.53,238.41,235.73,237.8,207326.915
1757786400000,237.8,238.86,237.15,238.42,59895.902
1757790000000,238.42,239.33,238.06,238.98,69818.72
1757793600000,238.98,240.39,238.84,240.23,80302.056
1757797200000,240.24,241.45,239.88,240.1,85400.731
1757800800000,240.11,242.04,239.99,241.89,80519.098
1757804400000,241.89,243.18,241.71,242.38,156219.966
1757808000000,242.38,244.09,242.2,243.5,209189.078
1757811600000,243.5,246.59,242.81,245.79,286740.154
1757815200000,245.79,249.2,245.75,248.68,324469.105
1757818800000,248.68,249.6,246.8,246.89,218669.431
1757822400000,246.89,248.01,244.5,246.24,230516.669
1757826000000,246.25,248.08,246.04,247.71,90714.654
1757829600000,247.72,248.4,246.24,247.05,115288.946
1757833200000,247.05,247.24,245.71,246.39,103888.726
1757836800000,246.4,247.1,245.88,246.42,81476.961
1757840400000,246.42,247.76,246.13,247.76,96427.715
1757844000000,247.75,248.09,246.98,247.67,87044.814
1757847600000,247.67,247.92,245.58,246.09,112381.103
1757851200000,246.1,246.77,244.69,245.26,137490.462
1757854800000,245.27,245.92,243.31,243.8,235521.476
1757858400000,243.79,245.1,241.53,243.24,305701.58
1757862000000,243.24,244.27,241.87,243.81,180948.794
1757865600000,243.81,245.84,243.43,245.16,165325.235
1757869200000,245.16,248.45,244.51,247.92,225369.822
1757872800000,247.93,247.96,244.66,244.66,148608.185
1757876400000,244.67,245.29,242.13,242.51,217930.499
1757880000000,242.5,243.47,240.99,242.45,149806.218
1757883600000,242.45,244.72,240.57,244.14,152751.323
1757887200000,244.15,244.29,240.79,242.99,144802.409
1757890800000,242.98,242.98,239.23,239.76,144107.769
1757894400000,239.75,242.16,239.66,240.68,118287.944
1757898000000,240.69,241.77,239.15,241.11,113666.166
1757901600000,241.12,242.76,240.34,242.1,105597.277
1757905200000,242.1,243.41,242.01,242.64,108069.175
1757908800000,242.65,243.51,242.04,242.83,118826.505
1757912400000,242.83,243.97,242.59,243.97,80820.933
1757916000000,243.96,244,239.59,240.31,189330.001
1757919600000,240.31,241.28,236.17,237.98,322162.568
1757923200000,237.98,238.11,231.77,232.07,654277.792
1757926800000,232.07,235.6,231.55,235.59,336817.754
1757930400000,235.58,236.84,234.02,236.18,217785.755
1757934000000,236.18,236.95,235.19,236.45,242871.999
1757937600000,236.46,238.16,234.42,234.8,240303.393
1757941200000,234.8,237.12,234.14,235.2,295999.743
1757944800000,235.2,235.64,232.72,233.44,240445.975
1757948400000,233.44,234.41,231.96,233,343275.553
1757952000000,233,233.66,230.74,231.39,199126.569
1757955600000,231.38,233.37,230.15,233.3,189798.708
1757959200000,233.29,233.6,232.22,233.24,90122.403
1757962800000,233.24,234.67,231.8,233,200216.863
1757966400000,232.99,234.47,232.78,234.34,61390.381
1757970000000,234.35,235.37,233.71,235.18,84407.536
1757973600000,235.18,235.34,233.7,233.94,105639.195
