timestamp,open,high,low,close,volume
1757127600000,111216.14,111307.7,111000.12,111082.22,194.76496
1757131200000,111082.23,111082.23,110783.7,110876.12,353.6322
1757134800000,110876.12,110876.13,110687.69,110714,151.66886
1757138400000,110714,110817.11,110714,110752.83,96.24087
1757142000000,110752.84,110829.15,110750.64,110825.6,86.44213
1757145600000,110825.59,110968,110774.46,110952.76,91.10955
1757149200000,110952.77,110952.77,110693.86,110695.06,193.74674
1757152800000,110695.06,110804.62,110677.3,110773.62,157.49749
1757156400000,110773.62,110868.8,110675.58,110781.02,179.54833
1757160000000,110781.03,110898.7,110753.97,110832.58,158.76991
1757163600000,110832.59,110947.91,110822,110936.82,154.65819
1757167200000,110936.82,110999.83,110781.96,110807.77,144.7163
1757170800000,110807.78,110840,110358.11,110384.15,427.86502
1757174400000,110384.16,110402,109977,110267.99,876.95944
1757178000000,110267.99,110275.5,110000,110157.41,202.2087
1757181600000,110157.41,110285.65,110056.29,110228,160.96245
1757185200000,110228.01,110260,110000,110038.41,151.53
1757188800000,110038.42,110167.01,110034.44,110167,140.0902
1757192400000,110167.01,110215.03,110093.14,110201,168.43512
1757196000000,110200.99,110238.12,110074.95,110170.55,159.17265
1757199600000,110170.54,110282.82,110113.96,110187.97,144.86264
1757203200000,110187.98,110367.37,110180,110356.75,274.12078
1757206800000,110356.74,110587.86,110332.81,110546.66,251.76683
1757210400000,110546.66,110692.52,110444.43,110666.24,231.20078
1757214000000,110666.24,110733.12,110596.71,110629.15,191.54953
1757217600000,110629.15,110638,110489.96,110557.76,140.43398
1757221200000,110557.77,110699,110557.76,110649.44,163.57402
1757224800000,110649.45,110665.35,110472.33,110504.15,195.71662
1757228400000,110504.14,110911.42,110463.1,110753.42,373.02249
1757232000000,110753.41,111377.19,110720.01,111071.25,524.25884
1757235600000,111071.25,111248.2,110876.88,111115.98,305.63775
1757239200000,111115.99,111237.97,111041.87,111225.02,152.81384
1757242800000,111225.03,111292.13,111189.75,111292.13,231.70263
1757246400000,111292.12,111292.13,111073.17,111115.92,171.8987
1757250000000,111115.92,111231.6,111042.6,111214.62,159.77105
1757253600000,111214.63,111412,111059.57,111145.59,337.64277
1757257200000,111145.59,111373.43,111120.56,111329.99,168.21133
1757260800000,111329.99,111371.35,111152.15,111202.02,223.90897
1757264400000,111202.02,111237.86,110888.07,110962.83,326.82203
1757268000000,110962.84,111063,110861.2,111053.76,219.80123
1757271600000,111053.77,111293.99,111049.05,111259.99,169.95303
1757275200000,111259.99,111371.26,111147.25,111330.3,178.99404
1757278800000,111330.31,111330.31,111050.14,111050.14,82.99122
1757282400000,111050.14,111364.4,111001.45,111250.01,270.95197
1757286000000,111250.01,111600,111076.92,111137.34,334.55501
1757289600000,111137.35,111293.26,110733.71,110837.96,553.54548
1757293200000,110837.95,110994.58,110731.71,110890.57,352.25138
1757296800000,110890.58,111372,110621.78,111240,364.1088
1757300400000,111239.99,111349.24,111026.91,111052.11,431.56519
1757304000000,111052.11,111218.49,110929.3,110979.35,318.48361
1757307600000,110979.35,111061.05,110899.69,111027.16,189.25665
1757311200000,111027.15,111197.86,110917.45,111113.26,156.58167
1757314800000,111113.26,111609.04,111113.25,111280.39,665.8032
1757318400000,111280.4,111910.48,111252.9,111684.25,867.092
1757322000000,111684.26,112095,111591.06,112094.99,695.25367
1757325600000,112094.99,112186.98,111920.89,112048,648.82485
1757329200000,112048,112121.59,111754.31,112052.43,512.51734
1757332800000,112052.43,112153.9,111934.24,112034.51,293.01193
1757336400000,112034.5,112370.3,111877.64,111906.55,1120.28751
1757340000000,111906.56,112779.5,111888,112645.05,989.95574
1757343600000,112645.06,112924.37,112526.61,112631.75,614.9683
1757347200000,112631.74,112670.06,112293.18,112398,493.93324
1757350800000,112398.01,112531.6,112075.2,112214.4,461.27895
1757354400000,112214.41,112515.59,112184.97,112477.01,296.32443
1757358000000,112477.01,112477.01,111978.67,112097.31,430.27796
1757361600000,112097.31,112153.07,111896,111958.04,288.87626
1757365200000,111958.04,112331.32,111930.73,112326.45,273.5437
1757368800000,112326.45,112512.71,112210.91,112236.71,274.21823
1757372400000,112236.71,112305.03,111989,112065.23,290.44202
1757376000000,112065.23,112104.41,111459.87,111650.03,720.48199
1757379600000,111650.03,111748.54,111258.3,111364.73,520.52157
1757383200000,111364.73,111442.95,111111,111330.71,536.02045
1757386800000,111330.72,111740.61,111234.16,111708,314.74637
1757390400000,111708.01,112110.99,111624.12,112024.01,548.42419
1757394000000,112024.01,112248.84,111851.52,112200,298.70562
1757397600000,112200.01,113156.65,112151.16,113022.61,1080.72151
1757401200000,113022.62,113293.29,112753.61,112991.11,978.74308
1757404800000,112991.11,113176.51,112886.93,112992.69,524.35168
1757408400000,112992.69,113057.99,112900,112966.54,367.43684
1757412000000,112966.54,113040,112635.38,112732.62,631.93421
1757415600000,112732.62,112800,112403.91,112433.59,325.19749
1757419200000,112433.59,112824,112393.4,112671.76,397.08345
1757422800000,112671.76,112932.18,112470.18,112760.58,656.61339
1757426400000,112760.58,112950,111511.11,111767.45,1958.50565
1757430000000,111767.45,111847.23,110766.66,110880.76,1649.92992
1757433600000,110880.76,111148.17,110788,110975.99,808.62492
1757437200000,110975.99,111193.39,110898.28,111025.44,539.75817
1757440800000,111025.43,111298.16,110900.02,111131.92,495.6204
1757444400000,111131.92,111388.04,111124.17,111301.53,277.49178
1757448000000,111301.53,111530.16,111090.07,111530.16,761.02989
1757451600000,111530.15,111745.69,111270.75,111299.61,463.86358
1757455200000,111299.61,111630.31,111266.11,111556.16,207.57487
1757458800000,111556.15,111583.81,111362.94,111546.39,315.90146
1757462400000,111546.38,111572.57,110942.33,111010.46,490.88671
1757466000000,111010.47,111224.53,110917.45,111005.64,419.72999
1757469600000,111005.63,111551.04,111005.63,111411.13,492.50873
1757473200000,111411.13,111586.26,111372.08,111545.88,263.91729
1757476800000,111545.88,111647.38,111410.83,111520.43,304.12835
1757480400000,111520.43,111729.65,111372.42,111577.31,436.99878
1757484000000,111577.31,111969.57,111396.08,111792.33,503.80753
1757487600000,111792.34,112602.35,111760.69,112553.65,1232.32394
1757491200000,112553.65,112859.8,112336.28,112370.08,1005.38091
1757494800000,112370.07,112428.29,112097.2,112274.29,619.63175
1757498400000,112274.29,112422.63,112199.19,112270.01,532.10538
1757502000000,112270,112409.49,112148.49,112299.99,422.47932
1757505600000,112300,113550.14,112299.99,113413.51,2800.76749
1757509200000,113413.5,114313.13,113384.61,113952,2112.22655
1757512800000,113951.99,114295.63,113802.14,113899.99,1035.28455
1757516400000,113900,114095.66,113723.21,113853.99,682.44215
1757520000000,113853.99,113936.99,113553.74,113759.89,577.39326
1757523600000,113759.88,114074.46,113415.2,113738.01,617.65367
1757527200000,113738.01,113896.94,113347.39,113584.85,688.96812
1757530800000,113584.84,113617.09,113155.03,113574.52,744.45366
1757534400000,113574.53,113900,113553.26,113566.39,611.07657
1757538000000,113566.4,113845.18,113528.01,113842.53,256.17247
1757541600000,113842.54,113992.39,113713.63,113881.2,264.24584
